osm_element,osm_id,osm_url,obs_ids,obs_url
node,313753662,https://www.openstreetmap.org/node/313753662,110919;1575348;5497827;6992245;8870711;9531150;10012659;12885378;13495182;13598641;13714768;14323041;15076354;15137808;15742745;18000615;19154510;19225177;19320442;19333921;19821712;20069366;20863390;22715372;24155652;25516206;26659033;28155464;29138264;30141380;31035719;32086042;32191421;32383198;32743894;32930807;33049216;33774440;34859345;37501457;37924102;39727872;40914169;42413416;43360379;58949812;59778062;61270239;61599310;61894021;65112102;65554518;65778236;66310475;66407803;66899059;69187675;73452451;74462164;76733644;78419751;79584715;80029264;80263000;80316011;85017621;85520705;86419056;87506067;87946528;91425280;91795931;93122798;94883600;99603222;102996434;103539321;108911118;109158212;112925683;116341708;117674961;118369985;119045061;122668589;122743112;124069729;127935609;128827290;131641404;132588256;133409398;133859764;134820306;137571861;140067426;147777726;182591581;216154035;216197846;217630174;220171996;222352285;222353494;222950902;223922756;224488559;225253365;226594300;228049476;228530931;228577316;234260735;235259255;235269755;235833800;236683417;237060262;238707601;238707683;239750548;243786279;244043930;247248961;247405173;247497897;248150166;248964376;249518806;250524685;252875589;255886601;259301734;264888764;268327944;269716189;270753961;270754135;270754194;271890324;272110541;272625505;273399437;275102845;278695349;280103353;280718863;282486805;282736465;283061093;284225354;285148391;285440791;290227984;290794140;290916618;291385683;291922299;292670762;292970374;293927900;294775662;295126830;295542922;295568514;296054935;297354387;297763138;297821362;298522330;298824722;299022415;299068982;299214259;302143432;302217563;302471612;302714007;302869787;303574786;303837747;304417617;305636431;306650504;308578675;309357221;309370317;313880812;314715062;314916497;315441994;316786619;318058390;319857736;321989462;322865854;323087985;323523955;325505112;327595129;328652939;331257296;331321372;331772335;331975435;332379665;332530666;333489983;337922288;338133193;338467904;338620642;341895899;341993703;342156856;344457824;344750271;345941329;346893283;348071923;348073481;348985089;349966540;351321153;353249735;357773081;359752487;359900401;362573252;363261526;363579638;363696063;363843026;364381636;364567198;364918790;366082910;370837789;371828004,"https://www.inaturalist.org/observations?verifiable=any&id=110919,1575348,5497827,6992245,8870711,9531150,10012659,12885378,13495182,13598641,13714768,14323041,15076354,15137808,15742745,18000615,19154510,19225177,19320442,19333921,19821712,20069366,20863390,22715372,24155652,25516206,26659033,28155464,29138264,30141380,31035719,32086042,32191421,32383198,32743894,32930807,33049216,33774440,34859345,37501457,37924102,39727872,40914169,42413416,43360379,58949812,59778062,61270239,61599310,61894021,65112102,65554518,65778236,66310475,66407803,66899059,69187675,73452451,74462164,76733644,78419751,79584715,80029264,80263000,80316011,85017621,85520705,86419056,87506067,87946528,91425280,91795931,93122798,94883600,99603222,102996434,103539321,108911118,109158212,112925683,116341708,117674961,118369985,119045061,122668589,122743112,124069729,127935609,128827290,131641404,132588256,133409398,133859764,134820306,137571861,140067426,147777726,182591581,216154035,216197846,217630174,220171996,222352285,222353494,222950902,223922756,224488559,225253365,226594300,228049476,228530931,228577316,234260735,235259255,235269755,235833800,236683417,237060262,238707601,238707683,239750548,243786279,244043930,247248961,247405173,247497897,248150166,248964376,249518806,250524685,252875589,255886601,259301734,264888764,268327944,269716189,270753961,270754135,270754194,271890324,272110541,272625505,273399437,275102845,278695349,280103353,280718863,282486805,282736465,283061093,284225354,285148391,285440791,290227984,290794140,290916618,291385683,291922299,292670762,292970374,293927900,294775662,295126830,295542922,295568514,296054935,297354387,297763138,297821362,298522330,298824722,299022415,299068982,299214259,302143432,302217563,302471612,302714007,302869787,303574786,303837747,304417617,305636431,306650504,308578675,309357221,309370317,313880812,314715062,314916497,315441994,316786619,318058390,319857736,321989462,322865854,323087985,323523955,325505112,327595129,328652939,331257296,331321372,331772335,331975435,332379665,332530666,333489983,337922288,338133193,338467904,338620642,341895899,341993703,342156856,344457824,344750271,345941329,346893283,348071923,348073481,348985089,349966540,351321153,353249735,357773081,359752487,359900401,362573252,363261526,363579638,363696063,363843026,364381636,364567198,364918790,366082910,370837789,371828004"
node,13004387623,https://www.openstreetmap.org/node/13004387623,4383728;13395167;15129520;27015024;33843966;52802634;111516789;112139887;115390127;120659269;163815088;198570996;206493816;216824788;219133981;243604707;247828980;264915880;304277023;306744354;312448139;324221294;329398918;332417135;332417151;339422562;339587707;369350909;369351679;370773689,"https://www.inaturalist.org/observations?verifiable=any&id=4383728,13395167,15129520,27015024,33843966,52802634,111516789,112139887,115390127,120659269,163815088,198570996,206493816,216824788,219133981,243604707,247828980,264915880,304277023,306744354,312448139,324221294,329398918,332417135,332417151,339422562,339587707,369350909,369351679,370773689"
node,1925901335,https://www.openstreetmap.org/node/1925901335,90424;4150871;5865625;15220279;17377277;22138497;27949585;31942355;33459177;37022004;38506133;38544074;39561769;58393067;64967638;69239408;73762383;74177957;74420132;83886290;85411109;85573085;86218756;86345130;86814960;88882503;93310613;94182245;94681797;102396855;104802192;104937107;109631107;118667711;121345915;124204874;126731422;130384184;137570857;142897467;143748779;144568306;144647371;149301714;150456873;153143682;175123457;187441977;189541392;191712204;193401027;194357510;196870646;197197029;197286690;198152610;201954935;202127884;202613824;203152882;212439145;228193382;231330036;234731447;235934539;242761710;247703483;248208733;251001841;257669090;266306572;266482002;268626642;270129171;270403478;274050607;282665678;283535515;283868743;286941211;289692053;291893300;296571087;301548846;303289581;307212475;307781867;309052870;311833356;313709884;313737008;313978828;314868645;321108371;323389669;326221277;330606805;330805244;332274166;334732899;339373275;339837145;347115449;353529673;359901279;360305283;365646662;370220369,"https://www.inaturalist.org/observations?verifiable=any&id=90424,4150871,5865625,15220279,17377277,22138497,27949585,31942355,33459177,37022004,38506133,38544074,39561769,58393067,64967638,69239408,73762383,74177957,74420132,83886290,85411109,85573085,86218756,86345130,86814960,88882503,93310613,94182245,94681797,102396855,104802192,104937107,109631107,118667711,121345915,124204874,126731422,130384184,137570857,142897467,143748779,144568306,144647371,149301714,150456873,153143682,175123457,187441977,189541392,191712204,193401027,194357510,196870646,197197029,197286690,198152610,201954935,202127884,202613824,203152882,212439145,228193382,231330036,234731447,235934539,242761710,247703483,248208733,251001841,257669090,266306572,266482002,268626642,270129171,270403478,274050607,282665678,283535515,283868743,286941211,289692053,291893300,296571087,301548846,303289581,307212475,307781867,309052870,311833356,313709884,313737008,313978828,314868645,321108371,323389669,326221277,330606805,330805244,332274166,334732899,339373275,339837145,347115449,353529673,359901279,360305283,365646662,370220369"
node,12387238754,https://www.openstreetmap.org/node/12387238754,368059146,https://www.inaturalist.org/observations?verifiable=any&id=368059146
node,2918728738,https://www.openstreetmap.org/node/2918728738,367754203,https://www.inaturalist.org/observations?verifiable=any&id=367754203
node,8640165826,https://www.openstreetmap.org/node/8640165826,367413297;367413304,"https://www.inaturalist.org/observations?verifiable=any&id=367413297,367413304"
node,6071327531,https://www.openstreetmap.org/node/6071327531,367413302,https://www.inaturalist.org/observations?verifiable=any&id=367413302
node,1856427893,https://www.openstreetmap.org/node/1856427893,367214396,https://www.inaturalist.org/observations?verifiable=any&id=367214396
node,659540759,https://www.openstreetmap.org/node/659540759,169807122;257692264;366414868,"https://www.inaturalist.org/observations?verifiable=any&id=169807122,257692264,366414868"
node,353469160,https://www.openstreetmap.org/node/353469160,459888;481287;657559;2312795;2313721;2339051;2446897;2489635;2677817;4180040;5095661;9512278;9517996;12383132;14536713;15336218;15336796;15460189;17526239;17691320;17992269;19006398;19301698;24915818;24969559;33314975;33623358;34894864;35540393;35788152;35804223;36502534;38205695;40086040;43694487;52611523;53872584;58154054;60358126;67002199;67002200;67002201;67002202;72338199;75704129;84512093;86314592;86314621;97051878;99010113;102788488;103666784;105062521;105761415;107930361;109062969;111142682;115292216;117405146;119011620;121954830;124578796;127054100;127523513;128285394;130937787;130953597;133995319;139936405;141333767;141505757;144156161;145008665;145269531;146156314;147284912;147442446;148513406;150583680;150940565;152764966;156893411;158446090;160796615;161159324;162674816;170465687;174053634;174123336;174874453;176344563;176392958;177872219;182929280;185774065;186246470;186459188;188715217;189657218;189927517;190554685;190844054;192424698;192424700;193093532;193172571;193733460;194028297;195514174;197110262;198160162;199183460;199257260;199378293;199527156;200347018;200862602;202006256;203767850;205887022;213546513;215771388;216820318;217391552;220381320;221214575;221960344;224439214;225201765;231826073;232563607;233795848;235594951;236336518;237089830;238472279;239904391;240027674;244930574;245176874;247889208;247992350;248365316;248365332;248821818;249522151;249580944;250203837;250752481;250969087;251379729;253070987;255811679;256712363;259425612;260532972;260679186;262651246;263682357;263999024;264807975;265784753;267137274;267307002;268628908;269077094;284088709;293800181;295801932;297486118;297921933;300790378;306843336;307953615;314338772;316337232;323609267;324747220;324879283;326556144;327312349;327440910;328138613;329028425;329444629;331573319;332351657;332436036;333983322;334376418;335628330;336377446;338347350;339768356;339770528;341019667;341785337;343330067;345145924;350436249;352148733;357767034;363065673;364596760;364596887;364596908;366371237,"https://www.inaturalist.org/observations?verifiable=any&id=459888,481287,657559,2312795,2313721,2339051,2446897,2489635,2677817,4180040,5095661,9512278,9517996,12383132,14536713,15336218,15336796,15460189,17526239,17691320,17992269,19006398,19301698,24915818,24969559,33314975,33623358,34894864,35540393,35788152,35804223,36502534,38205695,40086040,43694487,52611523,53872584,58154054,60358126,67002199,67002200,67002201,67002202,72338199,75704129,84512093,86314592,86314621,97051878,99010113,102788488,103666784,105062521,105761415,107930361,109062969,111142682,115292216,117405146,119011620,121954830,124578796,127054100,127523513,128285394,130937787,130953597,133995319,139936405,141333767,141505757,144156161,145008665,145269531,146156314,147284912,147442446,148513406,150583680,150940565,152764966,156893411,158446090,160796615,161159324,162674816,170465687,174053634,174123336,174874453,176344563,176392958,177872219,182929280,185774065,186246470,186459188,188715217,189657218,189927517,190554685,190844054,192424698,192424700,193093532,193172571,193733460,194028297,195514174,197110262,198160162,199183460,199257260,199378293,199527156,200347018,200862602,202006256,203767850,205887022,213546513,215771388,216820318,217391552,220381320,221214575,221960344,224439214,225201765,231826073,232563607,233795848,235594951,236336518,237089830,238472279,239904391,240027674,244930574,245176874,247889208,247992350,248365316,248365332,248821818,249522151,249580944,250203837,250752481,250969087,251379729,253070987,255811679,256712363,259425612,260532972,260679186,262651246,263682357,263999024,264807975,265784753,267137274,267307002,268628908,269077094,284088709,293800181,295801932,297486118,297921933,300790378,306843336,307953615,314338772,316337232,323609267,324747220,324879283,326556144,327312349,327440910,328138613,329028425,329444629,331573319,332351657,332436036,333983322,334376418,335628330,336377446,338347350,339768356,339770528,341019667,341785337,343330067,345145924,350436249,352148733,357767034,363065673,364596760,364596887,364596908,366371237"
node,7590355502,https://www.openstreetmap.org/node/7590355502,12892049;45785485;109443572;110527712;121751117;190709672;209409682;233576143;250775667;285372784;304238860;336822231;350772858;365655725,"https://www.inaturalist.org/observations?verifiable=any&id=12892049,45785485,109443572,110527712,121751117,190709672,209409682,233576143,250775667,285372784,304238860,336822231,350772858,365655725"
node,9757499055,https://www.openstreetmap.org/node/9757499055,10517331;37623189;37774802;38942037;61452561;87784002;88110679;88595178;89111467;91694691;95981665;98306511;100212820;103563963;110668552;133669087;135188557;144403758;151277006;172511438;172658083;180927573;186797279;188313161;196051267;198254591;199283117;204645293;215294782;217372937;222395657;226337809;227553888;232828349;237489349;238306210;238726791;243708610;252859017;255093480;256928462;257206005;269221392;271034957;286712298;289589105;294155694;295918679;296252840;296252841;300331212;301608593;309246812;309347513;310890616;310949521;317581953;319905174;320580308;322328896;335548091;339613991;342285920;343058481;343677553;347364598;358170111;364410652;365208010,"https://www.inaturalist.org/observations?verifiable=any&id=10517331,37623189,37774802,38942037,61452561,87784002,88110679,88595178,89111467,91694691,95981665,98306511,100212820,103563963,110668552,133669087,135188557,144403758,151277006,172511438,172658083,180927573,186797279,188313161,196051267,198254591,199283117,204645293,215294782,217372937,222395657,226337809,227553888,232828349,237489349,238306210,238726791,243708610,252859017,255093480,256928462,257206005,269221392,271034957,286712298,289589105,294155694,295918679,296252840,296252841,300331212,301608593,309246812,309347513,310890616,310949521,317581953,319905174,320580308,322328896,335548091,339613991,342285920,343058481,343677553,347364598,358170111,364410652,365208010"
node,2578570938,https://www.openstreetmap.org/node/2578570938,63350150;74223351;93459688;147479367;183487972;202188690;217100920;313096580;334192955;336978071;362008162;364409334,"https://www.inaturalist.org/observations?verifiable=any&id=63350150,74223351,93459688,147479367,183487972,202188690,217100920,313096580,334192955,336978071,362008162,364409334"
node,4694712846,https://www.openstreetmap.org/node/4694712846,14080951;155546158;184826277;184838353;193774822;195539524;195646259;198298038;241545083;254956502;279938318;288553252;328240367;328240421;335030230;338457053;363843661,"https://www.inaturalist.org/observations?verifiable=any&id=14080951,155546158,184826277,184838353,193774822,195539524,195646259,198298038,241545083,254956502,279938318,288553252,328240367,328240421,335030230,338457053,363843661"
node,13873469668,https://www.openstreetmap.org/node/13873469668,363604443,https://www.inaturalist.org/observations?verifiable=any&id=363604443
node,676026140,https://www.openstreetmap.org/node/676026140,2786554;11398791;17382175;21283146;22341023;25008833;36736000;38514886;39644146;50088054;59237612;65569385;67461293;69819232;70466458;72366451;80096823;80170331;85454943;88938994;91513346;93089526;94304995;94953866;95636787;95705542;100264600;104351880;105023219;105664090;106669377;109285150;110527010;116292481;118748875;121067440;122945805;126391709;127000371;134561959;136790415;148513398;150727670;154794614;166224072;167604220;172882512;173070256;179493982;183502807;184786266;187812675;193698705;196031602;196800940;200381210;202066305;204762327;214871208;216366648;217941613;223589558;227816646;231640585;235067710;235263719;237348339;239408604;240327987;243049421;248106785;252618171;256292617;257639531;259564109;259782287;260005375;260417344;265600682;268591362;268595736;268595939;268747963;269314137;281259927;285908957;286032020;292020527;296215795;307492469;308972723;308973275;309413779;309685932;319011585;319973404;320123233;321663006;322058476;326171271;327723485;330242278;330774718;332433035;333710009;334415079;334452414;339537806;339624166;340023097;341264916;341843355;342125279;342125767;342899304;345258695;346122767;350571699;351200078;358275509;359255885;360190294;363498482,"https://www.inaturalist.org/observations?verifiable=any&id=2786554,11398791,17382175,21283146,22341023,25008833,36736000,38514886,39644146,50088054,59237612,65569385,67461293,69819232,70466458,72366451,80096823,80170331,85454943,88938994,91513346,93089526,94304995,94953866,95636787,95705542,100264600,104351880,105023219,105664090,106669377,109285150,110527010,116292481,118748875,121067440,122945805,126391709,127000371,134561959,136790415,148513398,150727670,154794614,166224072,167604220,172882512,173070256,179493982,183502807,184786266,187812675,193698705,196031602,196800940,200381210,202066305,204762327,214871208,216366648,217941613,223589558,227816646,231640585,235067710,235263719,237348339,239408604,240327987,243049421,248106785,252618171,256292617,257639531,259564109,259782287,260005375,260417344,265600682,268591362,268595736,268595939,268747963,269314137,281259927,285908957,286032020,292020527,296215795,307492469,308972723,308973275,309413779,309685932,319011585,319973404,320123233,321663006,322058476,326171271,327723485,330242278,330774718,332433035,333710009,334415079,334452414,339537806,339624166,340023097,341264916,341843355,342125279,342125767,342899304,345258695,346122767,350571699,351200078,358275509,359255885,360190294,363498482"
node,13852520220,https://www.openstreetmap.org/node/13852520220,363320599,https://www.inaturalist.org/observations?verifiable=any&id=363320599
node,13242968023,https://www.openstreetmap.org/node/13242968023,321696933;362988550,"https://www.inaturalist.org/observations?verifiable=any&id=321696933,362988550"
node,4472974820,https://www.openstreetmap.org/node/4472974820,2986850;63892441;66968507;67682633;103053281;145966395;147793919;162547319;201235118;203764039;217954640;267921008;267969040;278790024;304448754;306534868;362405103,"https://www.inaturalist.org/observations?verifiable=any&id=2986850,63892441,66968507,67682633,103053281,145966395,147793919,162547319,201235118,203764039,217954640,267921008,267969040,278790024,304448754,306534868,362405103"
node,1259587250,https://www.openstreetmap.org/node/1259587250,30936789;111904186;128950501;132596263;165921165;166047934;177255327;178545927;192805556;195784276;204000996;207236583;224856627;225593945;228605863;231812473;241419097;243979766;266074997;269310317;279494924;283972349;284799941;290991331;292927641;307949461;360357809;362383464,"https://www.inaturalist.org/observations?verifiable=any&id=30936789,111904186,128950501,132596263,165921165,166047934,177255327,178545927,192805556,195784276,204000996,207236583,224856627,225593945,228605863,231812473,241419097,243979766,266074997,269310317,279494924,283972349,284799941,290991331,292927641,307949461,360357809,362383464"
node,12820904681,https://www.openstreetmap.org/node/12820904681,15098305;56776870;86744253;123667287;132636134;176585091;222829593;223348326;223348380;228289114;236714842;311258677;313529437;317510248;322928331;340756166;343604605;351487184;362323409,"https://www.inaturalist.org/observations?verifiable=any&id=15098305,56776870,86744253,123667287,132636134,176585091,222829593,223348326,223348380,228289114,236714842,311258677,313529437,317510248,322928331,340756166,343604605,351487184,362323409"
node,11968516676,https://www.openstreetmap.org/node/11968516676,362301899,https://www.inaturalist.org/observations?verifiable=any&id=362301899
node,13850156420,https://www.openstreetmap.org/node/13850156420,362131084;362151121,"https://www.inaturalist.org/observations?verifiable=any&id=362131084,362151121"
node,6269355715,https://www.openstreetmap.org/node/6269355715,15816558;15817047;65875023;69917288;138422655;197742893;280788041;284384621;323907408;362030353,"https://www.inaturalist.org/observations?verifiable=any&id=15816558,15817047,65875023,69917288,138422655,197742893,280788041,284384621,323907408,362030353"
node,7676940348,https://www.openstreetmap.org/node/7676940348,7820223;14310470;20301328;36648336;89917615;116536056;133588170;136195420;162299195;174912015;184524792;190709633;199684469;212900153;212946315;225994860;226562735;228411671;228460468;233593277;247912187;248855563;249581016;267875740;271685511;297374641;308158753;312983259;328743517;334604533;335806377;361973180,"https://www.inaturalist.org/observations?verifiable=any&id=7820223,14310470,20301328,36648336,89917615,116536056,133588170,136195420,162299195,174912015,184524792,190709633,199684469,212900153,212946315,225994860,226562735,228411671,228460468,233593277,247912187,248855563,249581016,267875740,271685511,297374641,308158753,312983259,328743517,334604533,335806377,361973180"
node,12133939617,https://www.openstreetmap.org/node/12133939617,20487725;67849509;143721309;148317138;252645117;330240526;340044553;361924060,"https://www.inaturalist.org/observations?verifiable=any&id=20487725,67849509,143721309,148317138,252645117,330240526,340044553,361924060"
node,683216135,https://www.openstreetmap.org/node/683216135,163346;769512;1170378;1577023;1585281;5752200;9033008;22932301;25429649;27181217;33790839;36360509;36819041;38131448;38600270;40810766;61814793;67548417;71044810;80350814;84485497;89004471;98055255;101277791;104079386;107805790;107806027;114414353;134276431;141428469;141639579;143608332;146421176;149354986;152810739;165280940;176610182;177117830;181296499;190644178;190769911;194678847;196059604;199061097;204371674;219001135;228606719;238007190;240488753;241071326;244669084;247061612;251688993;258337905;258445950;259786569;259846988;260625225;261962886;263937444;266502705;272259782;272898844;274399382;303761311;315060693;321364852;327057150;328229700;331746200;335651673;336560830;337373144;338291731;340422656;341486163;342664551;352404046;357828598;361580913,"https://www.inaturalist.org/observations?verifiable=any&id=163346,769512,1170378,1577023,1585281,5752200,9033008,22932301,25429649,27181217,33790839,36360509,36819041,38131448,38600270,40810766,61814793,67548417,71044810,80350814,84485497,89004471,98055255,101277791,104079386,107805790,107806027,114414353,134276431,141428469,141639579,143608332,146421176,149354986,152810739,165280940,176610182,177117830,181296499,190644178,190769911,194678847,196059604,199061097,204371674,219001135,228606719,238007190,240488753,241071326,244669084,247061612,251688993,258337905,258445950,259786569,259846988,260625225,261962886,263937444,266502705,272259782,272898844,274399382,303761311,315060693,321364852,327057150,328229700,331746200,335651673,336560830,337373144,338291731,340422656,341486163,342664551,352404046,357828598,361580913"
node,467730917,https://www.openstreetmap.org/node/467730917,114616972;323165559;361498595,"https://www.inaturalist.org/observations?verifiable=any&id=114616972,323165559,361498595"
node,5293753815,https://www.openstreetmap.org/node/5293753815,360554812,https://www.inaturalist.org/observations?verifiable=any&id=360554812
node,2394144219,https://www.openstreetmap.org/node/2394144219,360532793,https://www.inaturalist.org/observations?verifiable=any&id=360532793
node,1221857755,https://www.openstreetmap.org/node/1221857755,216981277;360526681,"https://www.inaturalist.org/observations?verifiable=any&id=216981277,360526681"
node,3665521219,https://www.openstreetmap.org/node/3665521219,65912557;243041649;360515229,"https://www.inaturalist.org/observations?verifiable=any&id=65912557,243041649,360515229"
node,13814370099,https://www.openstreetmap.org/node/13814370099,360132501,https://www.inaturalist.org/observations?verifiable=any&id=360132501
node,10935096569,https://www.openstreetmap.org/node/10935096569,11042;6493663;25411018;38255343;104206896;105809459;108625055;109199688;112105142;113990108;116320558;128204737;129558400;140309845;148382816;149161413;150929175;151041391;187331449;196068376;196400196;196966755;197155700;199808514;200924327;207307375;207745682;208934465;213294261;218988437;226218979;232745837;234591944;239193323;250386933;257533930;257747212;261990970;263873563;265692233;266363312;293130355;317922128;325588306;326467347;329886407;331038570;332774000;333408847;336735058;343390826;344242972;346299918;360059973,"https://www.inaturalist.org/observations?verifiable=any&id=11042,6493663,25411018,38255343,104206896,105809459,108625055,109199688,112105142,113990108,116320558,128204737,129558400,140309845,148382816,149161413,150929175,151041391,187331449,196068376,196400196,196966755,197155700,199808514,200924327,207307375,207745682,208934465,213294261,218988437,226218979,232745837,234591944,239193323,250386933,257533930,257747212,261990970,263873563,265692233,266363312,293130355,317922128,325588306,326467347,329886407,331038570,332774000,333408847,336735058,343390826,344242972,346299918,360059973"
node,3024026843,https://www.openstreetmap.org/node/3024026843,148314368;236686895;358912422;359858670,"https://www.inaturalist.org/observations?verifiable=any&id=148314368,236686895,358912422,359858670"
node,286995506,https://www.openstreetmap.org/node/286995506,17211602;17685052;36467858;40799317;45324131;66407529;89033661;95366597;106601287;137734595;142613454;143601146;143993901;152888740;170261548;177500800;183385327;187954143;214753052;220357420;251025105;255212540;265633043;266710710;298774705;303314259;306419964;306471908;308901932;309091002;309864174;315025679;316192016;327374381;328827880;328969738;331176542;333078539;334449253;335000802;336585308;337643856;338247201;338651801;349481902;358527165,"https://www.inaturalist.org/observations?verifiable=any&id=17211602,17685052,36467858,40799317,45324131,66407529,89033661,95366597,106601287,137734595,142613454,143601146,143993901,152888740,170261548,177500800,183385327,187954143,214753052,220357420,251025105,255212540,265633043,266710710,298774705,303314259,306419964,306471908,308901932,309091002,309864174,315025679,316192016,327374381,328827880,328969738,331176542,333078539,334449253,335000802,336585308,337643856,338247201,338651801,349481902,358527165"
node,5566642126,https://www.openstreetmap.org/node/5566642126,31820156;110479808;222351340;249125786;289545332;310950284;358130912,"https://www.inaturalist.org/observations?verifiable=any&id=31820156,110479808,222351340,249125786,289545332,310950284,358130912"
node,13785259599,https://www.openstreetmap.org/node/13785259599/,357919694,https://www.inaturalist.org/observations?verifiable=any&id=357919694
node,554797517,https://www.openstreetmap.org/node/554797517,11821922;38600297;57212772;71107456;103493884;142187700;165280865;193778776;196059590;240392120;240392135;244764926;244766701;248383080;268217946;301777328;314452029;321033299;321102403;327062695;332807013;333416844;338855202;357828602,"https://www.inaturalist.org/observations?verifiable=any&id=11821922,38600297,57212772,71107456,103493884,142187700,165280865,193778776,196059590,240392120,240392135,244764926,244766701,248383080,268217946,301777328,314452029,321033299,321102403,327062695,332807013,333416844,338855202,357828602"
node,7929532901,https://www.openstreetmap.org/node/7929532901,357538343,https://www.inaturalist.org/observations?verifiable=any&id=357538343
node,8897430685,https://www.openstreetmap.org/node/8897430685,3114361;263645371;357422462,"https://www.inaturalist.org/observations?verifiable=any&id=3114361,263645371,357422462"
node,13949372433,https://www.openstreetmap.org/node/13949372433,177568352;248487742;311237260;356055714,"https://www.inaturalist.org/observations?verifiable=any&id=177568352,248487742,311237260,356055714"
node,1419409788,https://www.openstreetmap.org/node/1419409788,3854271;10664969;39314958;115473125;121897847;150066730;178469090;196047668;205402660;205924365;245758336;293351196;356044259,"https://www.inaturalist.org/observations?verifiable=any&id=3854271,10664969,39314958,115473125,121897847,150066730,178469090,196047668,205402660,205924365,245758336,293351196,356044259"
node,11768835150,https://www.openstreetmap.org/node/11768835150,33956381;54692329;195898789;356007880,"https://www.inaturalist.org/observations?verifiable=any&id=33956381,54692329,195898789,356007880"
node,2377097687,https://www.openstreetmap.org/node/2377097687,41697700;56605196;101425324;118898872;188513610;212350474;228871373;354676664,"https://www.inaturalist.org/observations?verifiable=any&id=41697700,56605196,101425324,118898872,188513610,212350474,228871373,354676664"
node,13761871809,https://www.openstreetmap.org/node/13761871809,353856153,https://www.inaturalist.org/observations?verifiable=any&id=353856153
