obs_id,osm_url
226570349,https://www.openstreetmap.org/node/5566642127
225593945,https://www.openstreetmap.org/node/1259587250
224856627,https://www.openstreetmap.org/node/1259587250
224210545,https://www.openstreetmap.org/node/3948932700
224135803,https://www.openstreetmap.org/node/11663149436
223361621,https://www.openstreetmap.org/node/3695865876
223348380,https://www.openstreetmap.org/node/12820904681
223348326,https://www.openstreetmap.org/node/12820904681
222829593,https://www.openstreetmap.org/node/12820904681
222781206,https://www.openstreetmap.org/node/3695865876
222714276,https://www.openstreetmap.org/node/13194571761
221219929,https://www.openstreetmap.org/node/5595234842
220381320,https://www.openstreetmap.org/node/353469160
220213652,https://www.openstreetmap.org/node/2440092192
219554454,https://www.openstreetmap.org/node/4429089292
218988437,https://www.openstreetmap.org/node/10935096569
218838467,https://www.openstreetmap.org/node/10258786156
218581592,https://www.openstreetmap.org/node/8420837735
218418424,https://www.openstreetmap.org/node/5595234842
218416187,https://www.openstreetmap.org/node/12455541903
217954640,https://www.openstreetmap.org/node/4472974820
217100920,https://www.openstreetmap.org/node/2578570938
216889478,https://www.openstreetmap.org/node/1500151302
214875288,https://www.openstreetmap.org/node/11709307205
214833171,https://www.openstreetmap.org/node/13892687628
213718551,https://www.openstreetmap.org/node/8433054667
213546513,https://www.openstreetmap.org/node/353469160
213531454,https://www.openstreetmap.org/node/2218474054
212497320,https://www.openstreetmap.org/node/9922802696
210089346,https://www.openstreetmap.org/node/13775694719
208968436,https://www.openstreetmap.org/node/10911564739
208944277,https://www.openstreetmap.org/node/5595234842
208944254,https://www.openstreetmap.org/node/5595234842
208934465,https://www.openstreetmap.org/node/10935096569
208793038,https://www.openstreetmap.org/node/10313642341
208556341,https://www.openstreetmap.org/node/9922802696
207745682,https://www.openstreetmap.org/node/10935096569
207552396,https://www.openstreetmap.org/node/2423125062
207307375,https://www.openstreetmap.org/node/10935096569
207236583,https://www.openstreetmap.org/node/1259587250
207224084,https://www.openstreetmap.org/node/9922802696
205924365,https://www.openstreetmap.org/node/1419409788
205890095,https://www.openstreetmap.org/node/6095571785
205419997,https://www.openstreetmap.org/node/11483845746
205402660,https://www.openstreetmap.org/node/1419409788
205194143,https://www.openstreetmap.org/node/6635516819
204489612,https://www.openstreetmap.org/node/8344369744
204478316,https://www.openstreetmap.org/node/13856339454
204156332,https://www.openstreetmap.org/node/3131913605
204021477,https://www.openstreetmap.org/node/13892554799
204007931,https://www.openstreetmap.org/node/6068989352
204000996,https://www.openstreetmap.org/node/1259587250
203767850,https://www.openstreetmap.org/node/353469160
203603436,https://www.openstreetmap.org/node/1500151302
203022780,https://www.openstreetmap.org/node/2767057311
202904914,https://www.openstreetmap.org/node/13850754231
202188690,https://www.openstreetmap.org/node/2578570938
202025279,https://www.openstreetmap.org/node/1500151302
202006256,https://www.openstreetmap.org/node/353469160
201251971,https://www.openstreetmap.org/node/10844452366
201236946,https://www.openstreetmap.org/node/2326501362
201235118,https://www.openstreetmap.org/node/4472974820
201003611,https://www.openstreetmap.org/node/13892536456
200924327,https://www.openstreetmap.org/node/10935096569
200798931,https://www.openstreetmap.org/node/3760878479
200034736,https://www.openstreetmap.org/node/6253504394
199808514,https://www.openstreetmap.org/node/10935096569
199728257,https://www.openstreetmap.org/node/6253504394
199603417,https://www.openstreetmap.org/node/5582271537
199579691,https://www.openstreetmap.org/node/5940861986
198591093,https://www.openstreetmap.org/node/11940433519
198436678,https://www.openstreetmap.org/node/6641834355
198240740,https://www.openstreetmap.org/node/11008373106
198160162,https://www.openstreetmap.org/node/353469160
197742893,https://www.openstreetmap.org/node/6269355715
197359851,https://www.openstreetmap.org/node/2627623829
197310328,https://www.openstreetmap.org/node/10819574159
197155700,https://www.openstreetmap.org/node/10935096569
196966755,https://www.openstreetmap.org/node/10935096569
196400196,https://www.openstreetmap.org/node/10935096569
196068376,https://www.openstreetmap.org/node/10935096569
196059604,https://www.openstreetmap.org/node/554797517
196047668,https://www.openstreetmap.org/node/1419409788
195948089,https://www.openstreetmap.org/node/4429089292
195784276,https://www.openstreetmap.org/node/1259587250
195685281,https://www.openstreetmap.org/node/11483845746
195556541,https://www.openstreetmap.org/node/4565394685
195514174,https://www.openstreetmap.org/node/353469160
195369620,https://www.openstreetmap.org/node/11474757433
195104130,https://www.openstreetmap.org/node/5803910238
195097488,https://www.openstreetmap.org/node/8433054667
195095604,https://www.openstreetmap.org/node/4783402443
194965641,https://www.openstreetmap.org/node/11463718236
194887735,https://www.openstreetmap.org/node/1658019663
194787871,https://www.openstreetmap.org/node/5895219394
194688746,https://www.openstreetmap.org/node/2627623829
194586738,https://www.openstreetmap.org/node/12660891542
194561183,https://www.openstreetmap.org/node/13775694719
