Family,Species name,Europe Category,Europe Endemic,EU27 Category,EU27 Endemic
BRACHODIDAE,Brachodes albina,DD,Yes,,No
BRACHODIDAE,Brachodes appendiculata,VU,No,VU,No
BRACHODIDAE,Brachodes beryti,DD,No,DD,No
BRACHODIDAE,Brachodes compar,DD,No,DD,No
BRACHODIDAE,Brachodes flavescens,DD,Yes,DD,No
BRACHODIDAE,Brachodes fulgurita,DD,No,,No
BRACHODIDAE,Brachodes funebris,LC,Yes,LC,Yes
BRACHODIDAE,Brachodes gaditana,LC,No,LC,No
BRACHODIDAE,Brachodes laeta,DD,Yes,DD,Yes
BRACHODIDAE,Brachodes lucida,DD,No,DD,No
BRACHODIDAE,Brachodes nana,DD,No,DD,No
BRACHODIDAE,Brachodes powelli,DD,No,DD,No
BRACHODIDAE,Brachodes pumila,LC,No,LC,No
BRACHODIDAE,Brachodes tristis,DD,No,DD,No
BRAHMAEIDAE,Brahmaea europaea,EN,Yes,EN,Yes
BRAHMAEIDAE,Lemonia balcanica,LC,No,LC,No
BRAHMAEIDAE,Lemonia ballioni,DD,No,,No
BRAHMAEIDAE,Lemonia dumi,VU,No,VU,No
BRAHMAEIDAE,Lemonia philopalus,LC,No,LC,No
BRAHMAEIDAE,Lemonia strigata,DD,Yes,DD,No
BRAHMAEIDAE,Lemonia taraxaci,LC,No,LC,No
CIMELIIDAE,Axia margarita,NT,No,NT,No
CIMELIIDAE,Axia napoleona,VU,Yes,VU,Yes
CIMELIIDAE,Axia nesiota,LC,Yes,LC,Yes
COSSIDAE,Acossus terebra,NT,No,NT,No
COSSIDAE,Cossus cossus,LC,No,LC,No
COSSIDAE,Deserticossus arenicola,NA,No,,No
COSSIDAE,Deserticossus campicola,DD,No,,No
COSSIDAE,Deserticossus sareptensis,DD,No,,No
COSSIDAE,Deserticossus volgensis,DD,No,,No
COSSIDAE,Dyspessa aculeata,DD,Yes,DD,Yes
COSSIDAE,Dyspessa aphrodite,DD,Yes,DD,Yes
COSSIDAE,Dyspessa infuscata,DD,No,,No
COSSIDAE,Dyspessa kostjuki,DD,No,,No
COSSIDAE,Dyspessa peukerae,DD,Yes,DD,Yes
COSSIDAE,Dyspessa salicicola,LC,No,LC,No
COSSIDAE,Dyspessa ulula,LC,No,LC,No
COSSIDAE,Dyspessa wagneri,DD,No,,No
COSSIDAE,Eremocossus almeriana,DD,Yes,DD,Yes
COSSIDAE,Eremocossus friedrichi,DD,Yes,DD,Yes
COSSIDAE,Kotchevnik modestus,DD,No,,No
COSSIDAE,Paracossulus thrips,NT,No,NT,No
COSSIDAE,Parahypopta caestrum,LC,No,LC,No
COSSIDAE,Parahypopta radoti,DD,Yes,DD,Yes
COSSIDAE,Paropta l-nigrum,DD,No,DD,No
COSSIDAE,Paropta paradoxus,DD,No,DD,No
COSSIDAE,Phragmacossia albida,DD,No,DD,No
COSSIDAE,Phragmacossia minos,LC,Yes,LC,Yes
COSSIDAE,Phragmataecia castaneae,LC,No,NT,No
COSSIDAE,Stygia australis,LC,Yes,LC,Yes
COSSIDAE,Stygia mosulensis,DD,No,DD,No
COSSIDAE,Stygia nilssoni,DD,Yes,DD,Yes
COSSIDAE,Stygioides colchica,DD,No,DD,No
COSSIDAE,Stygioides italica,DD,Yes,DD,Yes
COSSIDAE,Stygioides persephone,DD,Yes,DD,Yes
COSSIDAE,Stygioides tricolor,DD,No,,No
COSSIDAE,Zeuzera pyrina,LC,No,LC,No
DREPANIDAE,Achlya flavicornis,LC,No,LC,No
DREPANIDAE,Asphalia ruficollis,LC,No,LC,No
DREPANIDAE,Cilix algirica,LC,No,LC,No
DREPANIDAE,Cilix asiatica,LC,No,LC,No
DREPANIDAE,Cilix glaucata,LC,No,LC,No
DREPANIDAE,Cilix hispanica,LC,No,LC,No
DREPANIDAE,Cymatophorina diluta,NT,No,NT,No
DREPANIDAE,Drepana curvatula,LC,No,LC,No
DREPANIDAE,Drepana falcataria,LC,No,LC,No
DREPANIDAE,Falcaria lacertinaria,LC,No,LC,No
DREPANIDAE,Habrosyne pyritoides,LC,No,LC,No
DREPANIDAE,Ochropacha duplaris,LC,No,LC,No
DREPANIDAE,Polyploca korbi,LC,No,LC,No
DREPANIDAE,Polyploca ridens,LC,No,LC,No
DREPANIDAE,Sabra harpagula,VU,No,VU,No
DREPANIDAE,Tethea ocularis,LC,No,LC,No
DREPANIDAE,Tethea or,LC,No,LC,No
DREPANIDAE,Tetheella fluctuosa,LC,No,LC,No
DREPANIDAE,Thyatira batis,LC,No,LC,No
DREPANIDAE,Watsonalla binaria,LC,No,LC,No
DREPANIDAE,Watsonalla cultraria,LC,No,LC,No
DREPANIDAE,Watsonalla uncinula,LC,No,LC,No
ENDROMIDAE,Endromis versicolora,LC,No,LC,No
EPIPYROPIDAE,Ommatissopyrops schawerdae,DD,No,DD,No
EREBIDAE,Acantholipes regularis,LC,No,NT,No
EREBIDAE,Albarracina warionis,LC,No,DD,No
EREBIDAE,Amata caspia,DD,No,,No
EREBIDAE,Amata marjana,LC,No,LC,No
EREBIDAE,Amata nigricornis,LC,No,,No
EREBIDAE,Amata phegea,LC,No,LC,No
EREBIDAE,Amata ragazzii,LC,Yes,LC,Yes
EREBIDAE,Amata transcaspica,DD,No,,No
EREBIDAE,Anomis flava,NA,No,NA,No
EREBIDAE,Anumeta atrosignata,DD,No,,No
EREBIDAE,Anumeta cestis,DD,No,,No
EREBIDAE,Anumeta fractistrigata,DD,No,,No
EREBIDAE,Anumeta henkei,DD,No,,No
EREBIDAE,Anumeta hilgerti,NA,No,NA,No
EREBIDAE,Anumeta spilota,DD,No,,No
EREBIDAE,Apaidia mesogona,VU,No,VU,No
EREBIDAE,Apaidia rufeola,NT,No,NT,No
EREBIDAE,Apantesis quenseli,LC,No,NT,No
EREBIDAE,Apopestes spectrum,LC,No,LC,No
EREBIDAE,Araeopteron ecphaea,LC,No,LC,No
EREBIDAE,Arctia alpina,EN,No,EN,No
EREBIDAE,Arctia angelica,LC,No,LC,No
EREBIDAE,Arctia aulica,NT,No,VU,No
EREBIDAE,Arctia caja,LC,No,LC,No
EREBIDAE,Arctia dejeanii,LC,Yes,LC,Yes
EREBIDAE,Arctia festiva,NT,No,VU,No
EREBIDAE,Arctia flavia,VU,No,VU,No
EREBIDAE,Arctia konewkaii,DD,Yes,DD,Yes
EREBIDAE,Arctia lapponica,EN,No,EN,No
EREBIDAE,Arctia matronula,VU,No,VU,No
EREBIDAE,Arctia menetriesii,DD,No,DD,No
EREBIDAE,Arctia ornata,DD,No,,No
EREBIDAE,Arctia plantaginis,LC,No,LC,No
EREBIDAE,Arctia testudinaria,VU,Yes,VU,No
EREBIDAE,Arctia tigrina,LC,Yes,LC,No
EREBIDAE,Arctia tundrana,DD,No,,No
EREBIDAE,Arctia villica,LC,No,LC,No
EREBIDAE,Arctornis l-nigrum,LC,No,LC,No
EREBIDAE,Artimelia latreillii,NT,Yes,NT,Yes
EREBIDAE,Arytrura musculus,LC,No,NT,No
EREBIDAE,Atolmis rubricollis,LC,No,LC,No
EREBIDAE,Autophila anaphanes,LC,No,LC,No
EREBIDAE,Autophila asiatica,DD,No,DD,No
EREBIDAE,Autophila banghaasi,DD,No,DD,No
EREBIDAE,Autophila cataphanes,LC,No,LC,No
EREBIDAE,Autophila chamaephanes,DD,No,,No
EREBIDAE,Autophila dilucida,NT,No,NT,No
EREBIDAE,Autophila hirsuta,NT,No,NT,No
EREBIDAE,Autophila libanotica,NA,No,NA,No
EREBIDAE,Autophila ligaminosa,LC,No,DD,No
EREBIDAE,Autophila limbata,NT,No,NT,No
EREBIDAE,Autophila luxuriosa,DD,No,DD,No
EREBIDAE,Autophila maura,NA,No,NA,No
EREBIDAE,Autophila rosea,NA,No,NA,No
EREBIDAE,Callimorpha dominula,LC,No,LC,No
EREBIDAE,Calliteara abietis,NT,No,NT,No
EREBIDAE,Calliteara fortunata,LC,Yes,LC,Yes
EREBIDAE,Calliteara pudibunda,LC,No,LC,No
EREBIDAE,Calymma communimacula,LC,No,LC,No
EREBIDAE,Calyptra thalictri,LC,No,LC,No
EREBIDAE,Canararctia rufescens,LC,Yes,LC,Yes
EREBIDAE,Casama innotata,NA,No,NA,No
EREBIDAE,Catephia alchymista,LC,No,LC,No
EREBIDAE,Cerocala sana,DD,No,DD,No
EREBIDAE,Cerocala scapulosa,LC,No,LC,No
EREBIDAE,Chelis arragonensis,LC,Yes,LC,Yes
EREBIDAE,Chelis caecilia,DD,No,DD,No
EREBIDAE,Chelis cantabrica,EN,Yes,EN,Yes
EREBIDAE,Chelis cervini,EN,Yes,EN,No
EREBIDAE,Chelis dahurica,DD,No,,No
EREBIDAE,Chelis maculosa,NT,No,NT,No
EREBIDAE,Chelis puengeleri,EN,No,EN,No
EREBIDAE,Chelis simplonica,DD,Yes,DD,No
EREBIDAE,Clytie illunaris,LC,No,LC,No
EREBIDAE,Clytie syriaca,LC,No,LC,No
EREBIDAE,Colobochyla salicalis,LC,No,LC,No
EREBIDAE,Coscinia chrysocephala,LC,No,LC,No
EREBIDAE,Coscinia cribraria,LC,No,LC,No
EREBIDAE,Coscinia mariarosae,DD,Yes,DD,Yes
EREBIDAE,Cybosia mesomella,LC,No,LC,No
EREBIDAE,Cymbalophora pudica,LC,No,LC,No
EREBIDAE,Cymbalophora rivularis,EN,No,EN,No
EREBIDAE,Diacrisia metelkana,CR,No,CR,No
EREBIDAE,Diacrisia purpurata,NT,No,NT,No
EREBIDAE,Diacrisia sannio,LC,No,LC,No
EREBIDAE,Diaphora luctuosa,LC,Yes,LC,No
EREBIDAE,Diaphora mendica,LC,No,LC,No
EREBIDAE,Diaphora sordida,VU,Yes,VU,No
EREBIDAE,Drasteria cailino,VU,No,VU,No
EREBIDAE,Drasteria caucasica,LC,No,LC,No
EREBIDAE,Drasteria flexuosa,DD,No,,No
EREBIDAE,Drasteria philippina,NA,No,NA,No
EREBIDAE,Drasteria picta,DD,No,,No
EREBIDAE,Drasteria pseudopicta,DD,No,,No
EREBIDAE,Drasteria rada,DD,No,,No
EREBIDAE,Drasteria saisani,DD,No,,No
EREBIDAE,Drasteria sesquistria,DD,No,,No
EREBIDAE,Drasteria tenera,DD,No,,No
EREBIDAE,Dysauxes ancilla,LC,No,LC,No
EREBIDAE,Dysauxes famula,LC,No,LC,No
EREBIDAE,Dysauxes punctata,NT,No,NT,No
EREBIDAE,Dysauxes servula,EN,No,EN,No
EREBIDAE,Dysgonia algira,LC,No,LC,No
EREBIDAE,Dysgonia torrida,LC,No,LC,No
EREBIDAE,Eilema albicosta,LC,Yes,LC,Yes
EREBIDAE,Eilema bipuncta,DD,No,DD,No
EREBIDAE,Eilema caniola,LC,No,LC,No
EREBIDAE,Eilema cereola,NT,Yes,NT,No
EREBIDAE,Eilema complana,LC,No,LC,No
EREBIDAE,Eilema costalis,LC,No,LC,No
EREBIDAE,Eilema depressa,LC,No,LC,No
EREBIDAE,Eilema griseola,LC,No,LC,No
EREBIDAE,Eilema interpositella,LC,No,LC,No
EREBIDAE,Eilema lurideola,LC,No,LC,No
EREBIDAE,Eilema lutarella,LC,No,LC,No
EREBIDAE,Eilema marcida,NT,No,NT,No
EREBIDAE,Eilema muscula,LC,No,LC,No
EREBIDAE,Eilema palliatella,VU,No,VU,No
EREBIDAE,Eilema predotae,LC,Yes,LC,Yes
EREBIDAE,Eilema pseudocomplana,NT,No,NT,No
EREBIDAE,Eilema pygmaeola,NT,No,NT,No
EREBIDAE,Eilema rungsi,LC,No,LC,No
EREBIDAE,Eilema sororcula,LC,No,LC,No
EREBIDAE,Eilema uniola,NT,No,NT,No
EREBIDAE,Epatolmis luctifera,NT,No,NT,No
EREBIDAE,Eublemma albida,DD,No,DD,No
EREBIDAE,Eublemma amasina,DD,No,,No
EREBIDAE,Eublemma amoena,LC,No,,No
EREBIDAE,Eublemma baccatrix,NA,No,NA,No
EREBIDAE,Eublemma candicans,DD,No,DD,No
EREBIDAE,Eublemma candidana,LC,No,LC,No
EREBIDAE,Eublemma caprearum,DD,Yes,DD,Yes
EREBIDAE,Eublemma cochylioides,LC,No,LC,No
EREBIDAE,Eublemma debilis,DD,No,,No
EREBIDAE,Eublemma elychrysi,LC,Yes,LC,Yes
EREBIDAE,Eublemma gratissima,DD,No,DD,No
EREBIDAE,Eublemma hansa,DD,No,,No
EREBIDAE,Eublemma himmighoffeni,NA,No,NA,No
EREBIDAE,Eublemma minutata,LC,No,LC,No
EREBIDAE,Eublemma ochreola,DD,No,DD,No
EREBIDAE,Eublemma ostrina,LC,No,LC,No
EREBIDAE,Eublemma pallidula,DD,No,DD,No
EREBIDAE,Eublemma panonica,LC,No,LC,No
EREBIDAE,Eublemma parallela,DD,No,,No
EREBIDAE,Eublemma parva,LC,No,LC,No
EREBIDAE,Eublemma polygramma,LC,No,LC,No
EREBIDAE,Eublemma porphyrina,LC,No,LC,No
EREBIDAE,Eublemma pudorina,DD,No,DD,No
EREBIDAE,Eublemma pura,LC,No,LC,No
EREBIDAE,Eublemma purpurina,LC,No,LC,No
EREBIDAE,Eublemma pusilla,DD,No,,No
EREBIDAE,Eublemma rietzi,NT,Yes,NT,Yes
EREBIDAE,Eublemma rosea,LC,No,LC,No
EREBIDAE,Eublemma scitula,LC,No,LC,No
EREBIDAE,Eublemma straminea,DD,No,DD,No
EREBIDAE,Eublemma suppura,DD,No,DD,No
EREBIDAE,Eublemma viridula,LC,No,LC,No
EREBIDAE,Eublemma zillii,DD,Yes,DD,Yes
EREBIDAE,Euclidia fortalitium,DD,No,,No
EREBIDAE,Euclidia glyphica,LC,No,LC,No
EREBIDAE,Euclidia mi,LC,No,LC,No
EREBIDAE,Euclidia munita,DD,No,,No
EREBIDAE,Euclidia triquetra,LC,No,LC,No
EREBIDAE,Euplagia quadripunctaria,LC,No,LC,No
EREBIDAE,Euproctis chrysorrhoea,LC,No,LC,No
EREBIDAE,Exophyla rectangularis,LC,No,LC,No
EREBIDAE,Grammodes bifasciata,LC,No,LC,No
EREBIDAE,Grammodes stolida,LC,No,LC,No
EREBIDAE,Gynaephora fascelina,NT,No,NT,No
EREBIDAE,Gynaephora pumila,DD,No,,No
EREBIDAE,Gynaephora selenitica,NT,Yes,NT,No
EREBIDAE,Heteropalpia vetusta,DD,No,DD,No
EREBIDAE,Honeyania ragusana,LC,No,LC,No
EREBIDAE,Hypenodes anatolica,DD,No,DD,No
EREBIDAE,Hypenodes crimeana,DD,Yes,,No
EREBIDAE,Hypenodes cypriaca,DD,Yes,DD,Yes
EREBIDAE,Hypenodes humidalis,LC,No,LC,No
EREBIDAE,Hypenodes kalchbergi,DD,Yes,DD,Yes
EREBIDAE,Hypenodes orientalis,DD,No,DD,No
EREBIDAE,Hypenodes pannonica,DD,Yes,DD,Yes
EREBIDAE,Hyphantria cunea,NA,No,NA,No
EREBIDAE,Idia calvaria,LC,No,LC,No
EREBIDAE,Lacydes spectabilis,DD,No,,No
EREBIDAE,Laelia coenosa,LC,No,NT,No
EREBIDAE,Laspeyria flexula,LC,No,LC,No
EREBIDAE,Lerautia bifasciata,LC,Yes,LC,Yes
EREBIDAE,Leucoma salicis,LC,No,LC,No
EREBIDAE,Lithosia quadra,LC,No,LC,No
EREBIDAE,Lygephila amasina,DD,No,DD,No
EREBIDAE,Lygephila craccae,LC,No,LC,No
EREBIDAE,Lygephila fonti,DD,Yes,DD,Yes
EREBIDAE,Lygephila lubrica,DD,No,,No
EREBIDAE,Lygephila ludicra,LC,No,LC,No
EREBIDAE,Lygephila lusoria,VU,No,VU,No
EREBIDAE,Lygephila minima,DD,No,,No
EREBIDAE,Lygephila pastinum,LC,No,LC,No
EREBIDAE,Lygephila procax,LC,No,LC,No
EREBIDAE,Lygephila viciae,NT,No,NT,No
EREBIDAE,Lymantria dispar,LC,No,LC,No
EREBIDAE,Lymantria monacha,LC,No,LC,No
EREBIDAE,Macrochilo cribrumalis,LC,No,LC,No
EREBIDAE,Metachrostis dardouini,VU,No,VU,No
EREBIDAE,Metachrostis velocior,LC,No,LC,No
EREBIDAE,Metachrostis velox,NT,No,NT,No
EREBIDAE,Micronoctua karsholti,DD,No,DD,No
EREBIDAE,Miltochrista miniata,LC,No,LC,No
EREBIDAE,Minucia lunaris,LC,No,NT,No
EREBIDAE,Nodaria nodosalis,VU,No,VU,No
EREBIDAE,Nudaria mundana,LC,No,LC,No
EREBIDAE,Ocneria atlantica,LC,No,LC,No
EREBIDAE,Ocneria bazae,DD,Yes,DD,Yes
EREBIDAE,Ocneria detrita,EN,No,EN,No
EREBIDAE,Ocneria eos,DD,Yes,DD,Yes
EREBIDAE,Ocneria lapidicola,DD,No,DD,No
EREBIDAE,Ocneria ledereri,DD,Yes,DD,No
EREBIDAE,Ocneria rubea,VU,No,VU,No
EREBIDAE,Ocneria samarita,DD,No,DD,No
EREBIDAE,Ocneria terebinthi,LC,No,LC,No
EREBIDAE,Ocnogyna boeticum,LC,No,LC,No
EREBIDAE,Ocnogyna breveti,NA,No,NA,No
EREBIDAE,Ocnogyna clathrata,LC,No,LC,No
EREBIDAE,Ocnogyna corsicum,DD,Yes,DD,Yes
EREBIDAE,Ocnogyna nogelli,LC,No,LC,No
EREBIDAE,Ocnogyna parasita,VU,No,VU,No
EREBIDAE,Ocnogyna zoraida,LC,Yes,LC,No
EREBIDAE,Odice arcuinna,LC,No,LC,No
EREBIDAE,Odice blandula,LC,No,LC,No
EREBIDAE,Odice jucunda,VU,No,VU,No
EREBIDAE,Odice pergrata,LC,No,LC,No
EREBIDAE,Odice suava,VU,No,VU,No
EREBIDAE,Ophiusa tirhaca,LC,No,LC,No
EREBIDAE,Orectis massiliensis,NT,Yes,NT,Yes
EREBIDAE,Orectis proboscidata,LC,No,LC,No
EREBIDAE,Orgyia antiqua,LC,No,LC,No
EREBIDAE,Orgyia antiquoides,NT,No,NT,No
EREBIDAE,Orgyia aurolimbata,LC,Yes,LC,Yes
EREBIDAE,Orgyia corsica,LC,Yes,LC,Yes
EREBIDAE,Orgyia dubia,LC,No,LC,No
EREBIDAE,Orgyia recens,NT,No,NT,No
EREBIDAE,Orgyia rupestris,DD,Yes,DD,Yes
EREBIDAE,Orgyia splendida,DD,No,DD,No
EREBIDAE,Orgyia trigotephras,LC,No,LC,No
EREBIDAE,Paidia cinerascens,DD,No,DD,No
EREBIDAE,Paidia griseola,DD,No,DD,No
EREBIDAE,Paidia minoica,LC,Yes,LC,Yes
EREBIDAE,Paidia rica,LC,No,LC,No
EREBIDAE,Pandesma robusta,LC,No,LC,No
EREBIDAE,Paracolax tristalis,LC,No,LC,No
EREBIDAE,Parascotia detersa,DD,No,DD,No
EREBIDAE,Parascotia fuliginaria,LC,No,LC,No
EREBIDAE,Parascotia lorai,DD,Yes,DD,Yes
EREBIDAE,Parascotia nisseni,LC,No,LC,No
EREBIDAE,Parascotia robiginosa,DD,No,DD,No
EREBIDAE,Pechipogo flavicrinalis,DD,No,DD,No
EREBIDAE,Pechipogo simplicicornis,DD,No,DD,No
EREBIDAE,Pechipogo strigilata,LC,No,LC,No
EREBIDAE,Pelosia muscerda,LC,No,LC,No
EREBIDAE,Pelosia obtusa,LC,No,LC,No
EREBIDAE,Pelosia plumosa,LC,No,LC,No
EREBIDAE,Penthophera morio,VU,No,VU,No
EREBIDAE,Pericyma acrosticta,NA,No,NA,No
EREBIDAE,Pericyma albidentaria,DD,No,DD,No
EREBIDAE,Pericyma squalens,NA,No,NA,No
EREBIDAE,Phragmatobia fuliginosa,LC,No,LC,No
EREBIDAE,Phragmatobia placida,DD,No,DD,No
EREBIDAE,Phytometra amata,NA,No,NA,No
EREBIDAE,Phytometra sanctiflorentis,LC,Yes,LC,Yes
EREBIDAE,Phytometra viridaria,NT,No,NT,No
EREBIDAE,Polypogon gryphalis,LC,No,LC,No
EREBIDAE,Polypogon plumigeralis,LC,No,LC,No
EREBIDAE,Polypogon tentacularia,LC,No,LC,No
EREBIDAE,Raparna conicephala,LC,No,LC,No
EREBIDAE,Rhynchina canariensis,LC,Yes,LC,Yes
EREBIDAE,Rhypagla lacernaria,LC,No,LC,No
EREBIDAE,Rivula sericealis,LC,No,LC,No
EREBIDAE,Rivula tanitalis,DD,No,DD,No
EREBIDAE,Sagarriella libyssa,DD,No,DD,No
EREBIDAE,Sagarriella romei,VU,Yes,VU,Yes
EREBIDAE,Schrankia balneorum,DD,No,DD,No
EREBIDAE,Schrankia costaestrigalis,LC,No,LC,No
EREBIDAE,Schrankia taenialis,LC,No,LC,No
EREBIDAE,Scoliopteryx libatrix,LC,No,LC,No
EREBIDAE,Setina alpestris,DD,Yes,DD,Yes
EREBIDAE,Setina aurita,VU,Yes,VU,No
EREBIDAE,Setina cantabrica,LC,Yes,LC,Yes
EREBIDAE,Setina flavicans,LC,Yes,LC,No
EREBIDAE,Setina irrorella,NT,No,NT,No
EREBIDAE,Setina roscida,LC,No,NT,No
EREBIDAE,Simplicia rectalis,LC,No,NT,No
EREBIDAE,Sphrageidus similis,LC,No,LC,No
EREBIDAE,Spilarctia lutea,LC,No,LC,No
EREBIDAE,Spilosoma lubricipeda,LC,No,LC,No
EREBIDAE,Spilosoma urticae,LC,No,LC,No
EREBIDAE,Spiris slovenica,DD,Yes,DD,Yes
EREBIDAE,Spiris striata,NT,No,NT,No
EREBIDAE,Tathorhynchus exsiccata,LC,No,LC,No
EREBIDAE,Thumatha senex,LC,No,LC,No
EREBIDAE,Trisateles emortualis,LC,No,LC,No
EREBIDAE,Tyria jacobaeae,LC,No,LC,No
EREBIDAE,Utetheisa pulchella,LC,No,LC,No
EREBIDAE,Watsonarctia deserta,LC,No,LC,No
EREBIDAE,Zanclognatha lunalis,LC,No,LC,No
EREBIDAE,Zanclognatha zelleralis,VU,No,VU,No
EREBIDAE,Zebeeba falsalis,LC,No,LC,No
EREBIDAE,Zebeeba orzolae,DD,Yes,DD,Yes
EREBIDAE,Zebeeba poliotis,LC,Yes,LC,Yes
EREBIDAE,Zekelita antiqualis,LC,No,LC,No
EREBIDAE,Zekelita ravalis,DD,No,DD,No
EREBIDAE,Zekelita ravulalis,DD,No,,No
EREBIDAE,Zethes insularis,LC,No,LC,No
EUTELIIDAE,Eutelia adoratrix,LC,No,LC,No
EUTELIIDAE,Eutelia adulatrix,LC,No,LC,No
GEOMETRIDAE,Abraxas grossulariata,LC,No,LC,No
GEOMETRIDAE,Abraxas pantaria,LC,No,LC,No
GEOMETRIDAE,Abraxas sylvata,LC,No,LC,No
GEOMETRIDAE,Acanthovalva inconspicuaria,LC,No,LC,No
GEOMETRIDAE,Acasis appensata,NT,No,NT,No
GEOMETRIDAE,Acasis viretata,LC,No,LC,No
GEOMETRIDAE,Adactylotis contaminaria,VU,Yes,VU,No
GEOMETRIDAE,Adactylotis gesticularia,VU,No,VU,No
GEOMETRIDAE,Adalbertia castiliaria,LC,Yes,LC,No
GEOMETRIDAE,Aethalura punctulata,LC,No,LC,No
GEOMETRIDAE,Afriberina salemae,LC,Yes,LC,Yes
GEOMETRIDAE,Afriberina tenietaria,LC,No,LC,No
GEOMETRIDAE,Agriopis aurantiaria,LC,No,LC,No
GEOMETRIDAE,Agriopis bajaria,LC,No,NT,No
GEOMETRIDAE,Agriopis budashkini,DD,No,DD,No
GEOMETRIDAE,Agriopis leucophaearia,LC,No,LC,No
GEOMETRIDAE,Agriopis marginaria,LC,No,LC,No
GEOMETRIDAE,Alcis deversata,LC,No,LC,No
GEOMETRIDAE,Alcis jubata,LC,No,LC,No
GEOMETRIDAE,Alcis repandata,LC,No,LC,No
GEOMETRIDAE,Aleucis distinctata,LC,No,LC,No
GEOMETRIDAE,Aleucis orientalis,LC,No,LC,No
GEOMETRIDAE,Almeria kalischata,LC,No,LC,No
GEOMETRIDAE,Alsophila aceraria,LC,No,LC,No
GEOMETRIDAE,Alsophila aescularia,LC,No,LC,No
GEOMETRIDAE,Amygdaloptera testaria,LC,No,LC,No
GEOMETRIDAE,Angerona prunaria,LC,No,LC,No
GEOMETRIDAE,Anthometra plumularia,LC,Yes,LC,Yes
GEOMETRIDAE,Anticlea derivata,LC,No,LC,No
GEOMETRIDAE,Anticollix sparsata,LC,No,LC,No
GEOMETRIDAE,Antilurga alhambrata,LC,No,LC,No
GEOMETRIDAE,Antilurga cabrerai,DD,Yes,DD,Yes
GEOMETRIDAE,Apeira syringaria,LC,No,LC,No
GEOMETRIDAE,Aplasta ononaria,LC,No,LC,No
GEOMETRIDAE,Aplocera annexata,DD,No,DD,No
GEOMETRIDAE,Aplocera bohatschi,LC,Yes,LC,Yes
GEOMETRIDAE,Aplocera columbata,DD,No,DD,No
GEOMETRIDAE,Aplocera corsalta,LC,Yes,LC,Yes
GEOMETRIDAE,Aplocera cretica,LC,Yes,LC,Yes
GEOMETRIDAE,Aplocera efformata,LC,No,LC,No
GEOMETRIDAE,Aplocera plagiata,LC,No,LC,No
GEOMETRIDAE,Aplocera praeformata,LC,No,LC,No
GEOMETRIDAE,Aplocera simpliciata,LC,No,NT,No
GEOMETRIDAE,Aplocera vivesi,DD,Yes,DD,Yes
GEOMETRIDAE,Apocheima hispidaria,LC,No,LC,No
GEOMETRIDAE,Apochima flabellaria,LC,No,LC,No
GEOMETRIDAE,Archiearis parthenias,LC,No,LC,No
GEOMETRIDAE,Arichanna melanaria,LC,No,LC,No
GEOMETRIDAE,Artiora evonymaria,LC,No,LC,No
GEOMETRIDAE,Ascotis fortunata,LC,Yes,LC,Yes
GEOMETRIDAE,Ascotis selenaria,LC,No,LC,No
GEOMETRIDAE,Asovia maeoticaria,LC,No,LC,No
GEOMETRIDAE,Aspitates albaria,DD,No,,No
GEOMETRIDAE,Aspitates collinaria,LC,Yes,LC,Yes
GEOMETRIDAE,Aspitates forbesi,DD,No,,No
GEOMETRIDAE,Aspitates gilvaria,LC,No,LC,No
GEOMETRIDAE,Aspitates mundataria,LC,No,DD,No
GEOMETRIDAE,Aspitates ochrearia,LC,No,LC,No
GEOMETRIDAE,Aspitates orciferaria,DD,No,,No
GEOMETRIDAE,Aspitates taylorae,DD,No,,No
GEOMETRIDAE,Asthena albulata,LC,No,LC,No
GEOMETRIDAE,Asthena anseraria,LC,No,LC,No
GEOMETRIDAE,Asthena lactularia,CR,Yes,CR,Yes
GEOMETRIDAE,Athroolopha chrysitaria,DD,Yes,DD,Yes
GEOMETRIDAE,Athroolopha latimargo,NA,No,NA,No
GEOMETRIDAE,Athroolopha pennigeraria,LC,No,LC,No
GEOMETRIDAE,Baptria tibiale,NT,No,NT,No
GEOMETRIDAE,Biston achyra,DD,No,DD,No
GEOMETRIDAE,Biston betularia,LC,No,LC,No
GEOMETRIDAE,Biston rosenbaueri,DD,Yes,DD,Yes
GEOMETRIDAE,Biston strataria,LC,No,LC,No
GEOMETRIDAE,Boudinotiana notha,LC,No,LC,No
GEOMETRIDAE,Boudinotiana puella,LC,Yes,LC,No
GEOMETRIDAE,Boudinotiana touranginii,LC,Yes,LC,Yes
GEOMETRIDAE,Brachyglossina exilaria,LC,Yes,LC,Yes
GEOMETRIDAE,Brachyglossina hispanaria,LC,Yes,LC,Yes
GEOMETRIDAE,Brachyglossina manicaria,LC,No,LC,No
GEOMETRIDAE,Bupalus piniaria,LC,No,LC,No
GEOMETRIDAE,Bustilloxia saturata,LC,No,LC,No
GEOMETRIDAE,Cabera exanthemata,LC,No,,No
GEOMETRIDAE,Cabera leptographa,NT,No,NT,No
GEOMETRIDAE,Cabera pusaria,LC,No,LC,No
GEOMETRIDAE,Calamodes melanaria,VU,No,VU,No
GEOMETRIDAE,Calamodes occitanaria,LC,Yes,LC,Yes
GEOMETRIDAE,Campaea margaritaria,LC,No,LC,No
GEOMETRIDAE,Camptogramma bilineata,LC,No,LC,No
GEOMETRIDAE,Camptogramma bistrigata,LC,Yes,LC,Yes
